ID,town,country,age,job,married,education,arrears,current_balance,housing,has_tv_package,last_contact,conn_tr,last_contact_this_campaign_day,last_contact_this_campaign_month,this_campaign,days_since_last_contact_previous_campaign,contacted_during_previous_campaign,outcome_previous_campaign,new_contract_this_campaign
74803479,Stoke-on-Trent,UK,50,management,married,secondary,no,30.02,no,no,cellular,5,8,aug,2,-1,0,unknown,no
22763901,St Helens,UK,47,management,married,tertiary,no,23.51,no,no,cellular,5,2,jun,2,84,1,success,yes
54916011,Birmingham,UK,47,management,married,tertiary,no,36.63,no,no,cellular,4,30,mar,3,-1,0,unknown,yes
20335851,Chelmsford,UK,36,blue-collar,single,secondary,no,7.67,no,no,cellular,1,5,feb,1,-1,0,unknown,no
71592894,Manchester,UK,39,management,married,tertiary,no,1.77,yes,yes,unknown,4,2,jun,4,-1,0,unknown,no
54330439,Worcester,UK,36,management,married,tertiary,no,28.23,no,no,unknown,3,9,jun,2,-1,0,unknown,no
24339836,Glasgow,UK,30,management,single,tertiary,no,2.23,no,no,cellular,2,6,aug,3,-1,0,unknown,no
70112769,Glasgow,UK,30,management,single,secondary,no,0.24,no,no,cellular,4,12,aug,4,-1,0,unknown,no
73318739,Bath,UK,37,admin.,single,secondary,no,0.31,yes,no,cellular,1,18,may,9,-1,0,unknown,no
56863161,Glasgow,UK,30,self-employed,married,tertiary,no,19.3,no,no,cellular,1,20,nov,1,-1,0,unknown,no
15005263,Swansea,UK,44,entrepreneur,single,unknown,no,3.23,no,no,cellular,1,28,jul,2,181,2,failure,yes
15837161,Glasgow,UK,67,retired,married,primary,no,44.16,no,no,cellular,5,29,sep,3,-1,0,unknown,yes
80840070,Sutton Coldfield,UK,29,services,single,secondary,no,6.12,no,no,cellular,4,5,feb,1,198,5,other,no
44364096,Swansea,UK,34,blue-collar,married,primary,no,27.2,yes,no,cellular,4,16,apr,2,146,5,failure,no
25419082,Edinburgh,UK,30,management,married,tertiary,no,3.19,yes,yes,cellular,2,16,jul,2,-1,0,unknown,no
28574698,Nuneaton,UK,46,services,married,secondary,no,0.89,yes,no,unknown,3,7,may,2,-1,0,unknown,no
17488787,Ipswich,UK,30,technician,single,secondary,no,0.77,no,yes,cellular,4,8,jul,4,-1,0,unknown,no
14089009,Wigan,UK,32,blue-collar,married,secondary,no,22.63,no,no,cellular,2,7,may,2,-1,0,unknown,no
88684148,Bradford,UK,54,blue-collar,married,secondary,no,0.21,no,no,cellular,2,15,jun,1,-1,0,unknown,no
38894637,Basingstoke,UK,56,management,married,tertiary,no,29.25,no,no,cellular,1,29,aug,6,-1,0,unknown,no
44355282,Huddersfield,UK,43,entrepreneur,married,primary,no,5.26,yes,no,unknown,5,7,may,4,-1,0,unknown,no
77793483,Norwich,UK,35,management,married,tertiary,no,6.11,no,no,cellular,1,1,oct,2,121,1,success,yes
45671871,Liverpool,UK,28,blue-collar,married,primary,no,5.65,no,no,cellular,1,11,jul,2,-1,0,unknown,no
33747213,London,UK,39,management,married,tertiary,no,95.79,yes,no,cellular,4,18,nov,3,-1,0,unknown,no
11370590,Coventry,UK,34,management,single,tertiary,no,17.17,yes,no,unknown,1,21,may,2,-1,0,unknown,no
94450451,Bristol,UK,45,services,married,secondary,no,-0.36,yes,yes,unknown,2,28,may,4,-1,0,unknown,no
39815973,Maidstone,UK,47,technician,married,tertiary,no,-5.12,yes,yes,unknown,5,27,may,2,-1,0,unknown,no
20065716,Poole,UK,29,blue-collar,married,primary,no,-3.82,yes,no,cellular,2,28,jul,2,-1,0,unknown,no
26602618,Crawley,UK,34,blue-collar,married,secondary,no,0,yes,no,cellular,3,20,apr,2,-1,0,unknown,no
60919183,Bournemouth,UK,54,housemaid,married,secondary,no,2.09,yes,yes,cellular,4,25,jul,1,-1,0,unknown,no
52675132,Glasgow,UK,41,self-employed,married,secondary,no,31.23,yes,no,cellular,5,19,nov,2,-1,0,unknown,no
41220509,St Albans,UK,33,services,single,secondary,no,32.69,no,yes,cellular,2,18,jul,1,-1,0,unknown,no
74816154,Watford,UK,35,blue-collar,married,unknown,no,0.75,yes,no,unknown,1,16,jun,1,-1,0,unknown,no
88832729,Worthing,UK,37,self-employed,married,tertiary,no,5.52,no,no,cellular,1,28,aug,1,-1,0,unknown,no
74996335,Blackpool,UK,24,admin.,single,secondary,no,7.95,yes,no,unknown,1,27,may,2,-1,0,unknown,no
42912963,Chesterfield,UK,29,management,single,tertiary,no,6.97,no,no,cellular,5,30,apr,1,85,1,success,yes
60648927,Bristol,UK,60,blue-collar,married,primary,no,291.84,no,no,telephone,4,15,jun,2,-1,0,unknown,no
11669285,Slough,UK,30,services,single,secondary,no,0.12,no,yes,cellular,4,31,jul,31,-1,0,unknown,no
40650137,Northampton,UK,29,management,single,tertiary,no,-6.89,yes,no,cellular,2,29,jul,9,-1,0,unknown,no
58451883,Glasgow,UK,49,blue-collar,married,primary,no,7.37,no,no,cellular,3,13,aug,2,-1,0,unknown,no
66701122,Sutton Coldfield,UK,26,blue-collar,married,secondary,no,8.18,no,no,cellular,3,9,jul,2,-1,0,unknown,no
10331905,St Albans,UK,29,management,married,tertiary,no,0.85,yes,yes,cellular,2,18,may,1,-1,0,unknown,no
11864815,Glasgow,UK,48,admin.,divorced,secondary,no,1.32,yes,no,unknown,3,30,may,1,-1,0,unknown,no
49016142,Bournemouth,UK,56,housemaid,married,primary,no,0,no,no,cellular,1,26,aug,2,-1,0,unknown,no
53580896,Colchester,UK,49,technician,married,secondary,no,0,yes,no,cellular,5,11,jul,2,-1,0,unknown,no
30748388,St Helens,UK,47,blue-collar,divorced,primary,no,5.51,yes,no,cellular,2,19,nov,2,-1,0,unknown,no
94680242,Cambridge,UK,39,admin.,divorced,secondary,no,10.22,yes,no,unknown,5,20,jun,3,-1,0,unknown,no
23899956,Hartlepool,UK,57,admin.,married,primary,no,2.02,yes,no,cellular,2,20,apr,1,346,2,failure,no
41574619,Chester,UK,24,management,married,unknown,no,4.48,no,no,cellular,3,14,apr,1,-1,0,unknown,yes
83814355,London,UK,49,technician,married,tertiary,no,0,no,yes,cellular,4,28,jul,5,252,1,failure,no
96119245,Birmingham,UK,35,technician,married,secondary,no,9.05,no,yes,cellular,2,21,aug,2,-1,0,unknown,no
90249588,Sheffield,UK,32,blue-collar,married,primary,no,0,yes,no,cellular,4,11,may,3,-1,0,unknown,no
21889071,Chester,UK,30,technician,single,secondary,no,0.11,no,no,cellular,3,5,feb,6,-1,0,unknown,no
82811032,Swansea,UK,37,entrepreneur,married,primary,no,0.08,yes,yes,cellular,3,16,jul,1,-1,0,unknown,no
48735756,Glasgow,UK,39,management,single,tertiary,no,16.82,yes,no,unknown,3,2,jun,1,-1,0,unknown,no
19108662,Rochdale,UK,26,services,single,secondary,no,-1.89,no,yes,cellular,5,17,jul,2,-1,0,unknown,yes
98579151,London,UK,40,admin.,married,secondary,no,31.26,yes,no,cellular,5,30,dec,3,232,2,failure,no
57603433,Aberdeen,UK,54,blue-collar,married,primary,no,9.46,no,no,cellular,2,27,aug,9,-1,0,unknown,no
17801655,Liverpool,UK,31,admin.,single,secondary,no,0.01,no,no,cellular,3,9,jul,1,-1,0,unknown,no
99243314,York,UK,30,entrepreneur,single,primary,no,28.16,yes,no,cellular,2,21,nov,1,-1,0,unknown,no
38632266,Solihull,UK,36,technician,single,tertiary,no,1.97,no,no,cellular,2,30,apr,1,-1,0,unknown,yes
29891239,Edinburgh,UK,42,technician,divorced,secondary,no,2.14,no,no,cellular,4,16,apr,1,-1,0,unknown,yes
92555838,Norwich,UK,42,blue-collar,single,primary,no,14.01,yes,no,unknown,4,19,jun,1,-1,0,unknown,no
28824467,Poole,UK,39,housemaid,single,primary,no,1.09,yes,no,unknown,4,6,may,3,-1,0,unknown,no
39636770,Preston,UK,38,blue-collar,married,secondary,no,4.22,yes,no,cellular,4,11,may,3,-1,0,unknown,no
68989957,Bristol,UK,32,management,single,tertiary,no,3.34,no,no,cellular,4,22,aug,14,-1,0,unknown,no
33744486,Rotherham,UK,55,retired,married,secondary,no,0,no,no,cellular,2,4,aug,1,-1,0,unknown,yes
67931162,Rochdale,UK,52,management,married,tertiary,no,5.83,no,no,cellular,4,18,aug,1,84,1,failure,no
56948593,Maidstone,UK,34,entrepreneur,single,tertiary,no,28.56,yes,no,cellular,4,21,nov,2,-1,0,unknown,no
90464763,Weston-super-Mare,UK,35,management,single,tertiary,no,1.75,yes,yes,cellular,5,21,nov,1,-1,0,unknown,no
68867852,Halifax,UK,55,technician,married,secondary,no,8.91,no,no,unknown,2,19,jun,1,-1,0,unknown,no
99793608,Derby,UK,31,entrepreneur,single,tertiary,no,0.95,no,no,cellular,4,25,aug,5,-1,0,unknown,no
75652220,St Helens,UK,35,admin.,single,secondary,no,1.28,no,no,unknown,3,12,jun,1,-1,0,unknown,no
30141168,Hartlepool,UK,27,blue-collar,single,primary,no,11.28,yes,no,unknown,5,30,jun,4,-1,0,unknown,no
20112191,Liverpool,UK,54,admin.,divorced,secondary,no,7.91,no,yes,cellular,1,10,jul,1,-1,0,unknown,no
74505030,Rochdale,UK,42,services,married,secondary,no,10.27,yes,no,telephone,2,17,nov,2,168,2,failure,no
59378127,Portsmouth,UK,30,technician,married,secondary,no,5.9,yes,no,unknown,4,23,may,3,-1,0,unknown,no
11519888,London,UK,38,management,married,tertiary,no,143.52,no,no,unknown,2,6,sep,1,-1,0,unknown,no
96441778,High Wycombe,UK,39,technician,married,secondary,no,55.74,no,no,cellular,3,14,aug,2,-1,0,unknown,no
98834097,Southport,UK,27,management,single,tertiary,no,28.21,yes,no,cellular,3,17,apr,2,-1,0,unknown,no
14790178,London,UK,24,management,single,tertiary,no,5.53,yes,no,unknown,4,26,may,1,-1,0,unknown,no
57462642,Bristol,UK,37,blue-collar,divorced,secondary,no,0.33,yes,no,cellular,3,20,nov,2,167,1,failure,no
97388310,Liverpool,UK,30,management,married,tertiary,no,43.28,no,no,cellular,2,30,apr,3,189,11,other,yes
85131557,Worthing,UK,29,technician,single,secondary,no,33.13,yes,no,unknown,5,5,jun,3,-1,0,unknown,no
89640675,Liverpool,UK,60,blue-collar,married,secondary,no,5.76,no,no,cellular,2,22,may,1,-1,0,unknown,no
14390769,Blackpool,UK,41,unemployed,married,primary,no,41.12,no,no,cellular,1,5,feb,2,-1,0,unknown,no
83563827,Stoke-on-Trent,UK,48,services,single,secondary,yes,-4.7,yes,no,cellular,3,11,may,2,292,11,failure,no
12635670,Eastbourne,UK,50,admin.,married,secondary,yes,-4.37,yes,yes,unknown,1,17,jun,1,-1,0,unknown,no
70621351,Newcastle upon Tyne,UK,39,admin.,married,secondary,no,18.91,no,no,unknown,4,17,jun,1,-1,0,unknown,no
50922912,Rochdale,UK,44,management,married,tertiary,no,2.26,yes,no,cellular,5,14,aug,3,270,3,failure,yes
80468037,Swansea,UK,51,blue-collar,married,secondary,no,2.79,no,no,cellular,5,28,aug,3,-1,0,unknown,no
47222949,Telford,UK,29,blue-collar,married,primary,no,7.87,yes,no,cellular,3,24,jul,2,-1,0,unknown,no
48554520,Bradford,UK,42,management,married,tertiary,no,0,no,no,cellular,1,26,aug,16,-1,0,unknown,no
91049339,Gateshead,UK,35,self-employed,married,secondary,no,88.83,no,no,cellular,5,21,nov,3,-1,0,unknown,no
31023689,Gillingham,UK,45,blue-collar,married,secondary,no,9.53,yes,no,unknown,2,15,may,3,-1,0,unknown,no
51276213,London,UK,27,student,single,tertiary,no,-1.48,yes,no,cellular,1,11,sep,3,224,1,other,no
58886283,Colchester,UK,46,services,married,secondary,no,32.69,yes,no,unknown,4,15,may,1,-1,0,unknown,no
34208266,Doncaster,UK,30,technician,single,tertiary,no,0.69,no,no,cellular,1,21,aug,1,-1,0,unknown,no
75007568,Nottingham,UK,31,technician,single,secondary,no,10.14,yes,no,cellular,5,23,jul,4,-1,0,unknown,no
55926882,Wigan,UK,38,management,married,secondary,no,2.42,no,no,cellular,3,17,nov,2,-1,0,unknown,no
54336129,Rochdale,UK,31,admin.,single,secondary,no,0,no,no,cellular,2,17,apr,3,-1,0,unknown,yes
35064682,London,UK,31,services,married,primary,no,-2.12,no,yes,cellular,3,20,nov,4,-1,0,unknown,no
58140975,Maidstone,UK,57,technician,married,secondary,no,4.58,no,yes,cellular,4,15,jul,3,-1,0,unknown,no
15898995,Newport,UK,52,technician,married,secondary,no,4.63,yes,no,cellular,2,4,feb,6,267,5,failure,no
62605012,Derby,UK,54,management,married,tertiary,no,371.76,no,no,cellular,5,21,nov,1,-1,0,unknown,no
13361702,Southport,UK,32,management,married,tertiary,no,0,yes,no,unknown,1,21,may,1,-1,0,unknown,no
58752463,Luton,UK,31,management,single,tertiary,no,15.39,yes,no,cellular,5,30,jun,2,756,2,other,no
68062200,Kingston upon Hull,UK,51,technician,divorced,secondary,no,1.31,yes,no,cellular,5,18,nov,1,-1,0,unknown,no
17353471,Crawley,UK,38,services,married,secondary,no,7.75,no,no,cellular,2,12,feb,3,182,2,success,yes
16172343,Belfast,UK,60,self-employed,married,tertiary,no,0.03,no,no,cellular,1,18,aug,2,-1,0,unknown,no
99677247,Worcester,UK,34,management,married,tertiary,no,4.36,yes,no,cellular,3,17,apr,1,345,1,failure,no
97937390,Leeds,UK,40,services,married,secondary,no,0.69,yes,no,unknown,3,9,may,3,-1,0,unknown,no
21794019,Maidstone,UK,52,services,married,secondary,no,-2.98,no,no,cellular,5,25,aug,4,-1,0,unknown,no
19566481,Dundee,UK,43,blue-collar,married,secondary,no,6.67,yes,no,unknown,1,7,may,3,-1,0,unknown,no
61307098,Birmingham,UK,38,management,divorced,tertiary,no,106.38,no,no,unknown,2,12,jun,2,-1,0,unknown,no
65672359,Bristol,UK,27,blue-collar,single,secondary,no,0.23,no,no,cellular,4,26,feb,2,-1,0,unknown,no
80940311,Kingston upon Hull,UK,38,technician,married,tertiary,no,-13.5,yes,yes,unknown,4,28,may,4,-1,0,unknown,no
27890626,Slough,UK,33,technician,married,secondary,no,0,no,no,cellular,5,13,aug,2,-1,0,unknown,no
22583250,Bristol,UK,31,management,single,tertiary,no,1.7,yes,yes,cellular,2,13,aug,2,-1,0,unknown,no
27965758,Chester,UK,53,management,married,tertiary,no,13.56,yes,no,cellular,4,9,nov,2,96,4,failure,no
77286098,Bournemouth,UK,56,blue-collar,married,secondary,no,0.25,yes,no,unknown,4,19,may,1,-1,0,unknown,no
54379454,London,UK,45,technician,married,secondary,no,0,yes,no,unknown,3,29,may,1,-1,0,unknown,no
84155155,Bolton,UK,37,admin.,married,secondary,no,2.74,yes,no,unknown,5,27,may,3,-1,0,unknown,yes
68122515,Rochdale,UK,33,management,married,tertiary,no,16.57,yes,no,unknown,1,27,may,4,-1,0,unknown,no
73229554,Liverpool,UK,37,admin.,married,secondary,no,20.61,yes,yes,cellular,5,7,oct,2,107,4,success,no
68016068,London,UK,36,entrepreneur,married,unknown,no,0.6,no,no,unknown,3,9,jun,2,-1,0,unknown,no
66593766,London,UK,58,self-employed,married,tertiary,no,0,no,no,cellular,2,27,aug,28,-1,0,unknown,no
40064307,Warrington,UK,41,blue-collar,married,secondary,no,2.35,yes,no,unknown,5,14,may,1,-1,0,unknown,no
12640907,Bristol,UK,39,technician,married,secondary,no,35.28,yes,no,unknown,4,21,may,1,-1,0,unknown,no
35380302,Milton Keynes,UK,35,unemployed,married,primary,no,84.89,yes,no,cellular,5,20,nov,1,-1,0,unknown,no
68668955,London,UK,47,blue-collar,married,primary,no,27.49,yes,no,cellular,4,30,apr,2,164,1,failure,yes
91477010,Cheltenham,UK,56,management,married,tertiary,no,18.03,no,no,cellular,1,20,nov,2,-1,0,unknown,no
79376726,Ipswich,UK,51,admin.,married,unknown,no,-11.37,yes,yes,telephone,5,11,may,3,325,1,failure,no
34743738,Manchester,UK,31,management,married,tertiary,no,14.02,no,no,cellular,1,21,nov,2,-1,0,unknown,no
44993648,Bolton,UK,27,housemaid,single,tertiary,no,9.79,yes,no,cellular,4,7,may,4,357,1,other,no
78964920,Birkenhead,UK,36,blue-collar,married,secondary,no,0.98,yes,no,cellular,5,12,may,1,344,1,failure,no
10813557,Brighton,UK,49,blue-collar,married,secondary,no,37.28,yes,no,cellular,3,11,jul,2,-1,0,unknown,yes
82273167,Worthing,UK,32,blue-collar,married,secondary,no,0.05,no,no,cellular,5,20,nov,1,-1,0,unknown,no
58491998,Birmingham,UK,55,technician,single,unknown,no,7.76,no,no,unknown,4,9,jun,1,-1,0,unknown,no
83640307,Birmingham,UK,32,admin.,married,secondary,no,0.48,yes,no,cellular,3,28,jul,3,-1,0,unknown,no
92595103,Hemel Hempstead,UK,38,entrepreneur,married,tertiary,no,6.78,no,yes,cellular,4,18,nov,2,152,1,failure,no
32158019,Sale,UK,51,self-employed,married,tertiary,no,1.5,no,no,unknown,1,9,jun,1,-1,0,unknown,no
25829423,Birmingham,UK,40,management,married,tertiary,no,6.4,yes,no,cellular,4,17,apr,2,-1,0,unknown,no
64135941,London,UK,44,services,married,secondary,no,9.08,yes,yes,cellular,4,28,jul,7,-1,0,unknown,no
64238216,Manchester,UK,29,technician,divorced,secondary,no,1.24,no,no,unknown,3,27,may,1,-1,0,unknown,no
86017132,Hemel Hempstead,UK,30,management,single,tertiary,no,96.34,no,no,cellular,3,21,nov,4,101,5,failure,no
43366319,London,UK,78,retired,divorced,unknown,no,26.28,no,no,telephone,4,14,apr,2,-1,0,unknown,no
10344308,Salford,UK,44,management,divorced,tertiary,no,4.09,yes,no,unknown,4,19,may,1,-1,0,unknown,no
42212743,Cardiff,UK,59,technician,divorced,secondary,no,0,no,no,cellular,4,29,aug,2,-1,0,unknown,no
45591599,Exeter,UK,41,services,married,secondary,no,23.99,yes,no,cellular,4,15,may,2,351,2,failure,no
30048196,Birkenhead,UK,39,services,married,secondary,no,0.53,no,no,unknown,4,5,mar,1,394,1,failure,yes
49096224,London,UK,56,management,married,tertiary,no,64.75,no,no,cellular,5,25,jul,3,-1,0,unknown,no
40838802,Exeter,UK,38,blue-collar,single,secondary,no,0.57,yes,no,unknown,4,9,may,1,-1,0,unknown,no
66294359,Leeds,UK,37,technician,married,secondary,no,52.87,yes,yes,cellular,1,19,nov,4,100,2,failure,no
55882551,Birmingham,UK,32,services,single,secondary,no,4.06,yes,no,unknown,5,6,may,1,-1,0,unknown,no
69854007,Bolton,UK,33,self-employed,married,primary,no,0,no,no,cellular,2,6,aug,8,-1,0,unknown,no
32979513,Oxford,UK,33,technician,married,unknown,no,14.5,no,no,cellular,4,27,apr,1,-1,0,unknown,no
23203676,Swansea,UK,34,admin.,divorced,secondary,no,0,yes,no,cellular,5,6,may,1,-1,0,unknown,no
30772764,Newcastle upon Tyne,UK,54,management,married,secondary,no,11.34,yes,no,cellular,1,25,jul,3,-1,0,unknown,yes
62840883,Birmingham,UK,26,blue-collar,single,secondary,no,3.09,yes,no,unknown,5,13,may,1,-1,0,unknown,no
35696091,Newport,UK,29,admin.,single,secondary,no,2.6,yes,no,cellular,2,4,feb,2,273,2,failure,no
88563497,Bradford,UK,52,management,married,secondary,no,48.73,no,no,telephone,3,6,feb,6,213,9,failure,no
90831537,High Wycombe,UK,35,admin.,single,secondary,no,-4.13,yes,no,unknown,5,23,may,1,-1,0,unknown,no
98332903,Eastbourne,UK,56,management,married,tertiary,no,5.02,no,no,cellular,5,21,aug,2,-1,0,unknown,no
18291108,Colchester,UK,59,retired,married,secondary,no,25.16,yes,yes,unknown,1,14,may,1,-1,0,unknown,no
12849342,Aberdeen,UK,31,blue-collar,married,secondary,no,1.91,yes,no,unknown,5,2,jun,1,-1,0,unknown,no
55549517,Southampton,UK,38,admin.,married,secondary,no,2.53,yes,no,unknown,2,9,may,4,-1,0,unknown,no
60122742,Halifax,UK,35,admin.,single,secondary,no,-0.32,no,yes,cellular,2,9,feb,4,182,5,failure,yes
24011172,Glasgow,UK,52,technician,married,secondary,no,5.53,yes,no,telephone,3,11,oct,1,-1,0,unknown,no
16664149,Exeter,UK,50,unknown,married,unknown,no,5.58,no,no,cellular,3,9,jul,1,683,6,failure,yes
31403903,Sutton Coldfield,UK,32,technician,married,secondary,no,1.67,yes,yes,cellular,2,8,aug,3,-1,0,unknown,no
79066633,Southampton,UK,33,blue-collar,married,primary,no,26.65,yes,no,unknown,1,23,may,2,-1,0,unknown,no
54016543,Nuneaton,UK,42,management,married,primary,no,53.1,yes,no,cellular,4,20,aug,1,90,3,success,yes
18308952,London,UK,41,management,married,tertiary,no,3.71,no,no,cellular,4,9,feb,5,-1,0,unknown,no
40354050,Southampton,UK,39,management,married,tertiary,no,22.26,yes,no,cellular,2,18,aug,8,-1,0,unknown,no
26228322,Glasgow,UK,46,unemployed,married,secondary,no,-1.25,yes,no,unknown,4,6,may,1,-1,0,unknown,no
90206121,Nuneaton,UK,56,retired,married,tertiary,no,8.39,no,yes,cellular,4,18,nov,1,187,2,other,no
61727342,Warrington,UK,34,technician,divorced,secondary,no,3.47,no,no,cellular,1,29,aug,14,-1,0,unknown,no
58173018,Aberdeen,UK,53,management,married,tertiary,yes,0,no,yes,unknown,3,5,jun,1,-1,0,unknown,no
86193478,Coventry,UK,37,blue-collar,married,secondary,no,3.11,yes,no,unknown,2,4,jun,1,-1,0,unknown,no
71155144,Belfast,UK,36,blue-collar,married,primary,no,0,yes,no,cellular,4,8,may,2,367,2,failure,no
24039107,Glasgow,UK,35,technician,married,secondary,no,2.57,yes,yes,cellular,3,20,apr,4,-1,0,unknown,no
32562016,Bristol,UK,36,management,married,tertiary,no,-5.47,yes,no,cellular,1,30,apr,1,259,2,failure,no
21449846,Nottingham,UK,48,admin.,single,secondary,no,20.91,no,no,cellular,4,2,feb,1,-1,0,unknown,no
83500357,Warrington,UK,46,admin.,divorced,secondary,no,-6.37,yes,no,cellular,2,17,nov,1,-1,0,unknown,no
89516266,London,UK,47,services,married,secondary,no,13.15,no,no,cellular,4,20,nov,4,-1,0,unknown,yes
85330565,Hemel Hempstead,UK,29,admin.,single,secondary,no,4.64,no,no,cellular,2,10,aug,2,518,1,failure,yes
93582108,Kingston upon Hull,UK,51,blue-collar,married,primary,no,8.72,no,no,cellular,2,8,aug,2,-1,0,unknown,no
81999399,London,UK,36,management,married,tertiary,no,10.14,yes,no,unknown,5,4,jun,2,-1,0,unknown,no
34930341,Belfast,UK,34,services,married,secondary,no,0.88,yes,yes,unknown,1,29,may,2,-1,0,unknown,no
98549538,Middlesbrough,UK,45,admin.,divorced,primary,no,4.29,yes,no,cellular,3,22,apr,1,181,1,success,yes
21643704,Gillingham,UK,28,management,single,tertiary,no,0.41,yes,no,cellular,2,15,may,3,352,2,other,yes
96034072,Sale,UK,54,unemployed,divorced,secondary,no,16.64,no,no,cellular,5,15,sep,1,105,3,success,yes
39348798,Southampton,UK,41,entrepreneur,single,primary,no,72.64,no,yes,unknown,3,1,jul,3,-1,0,unknown,no
12210435,Bristol,UK,31,management,single,tertiary,no,3.57,yes,no,unknown,4,23,may,3,-1,0,unknown,no
45334242,Sutton Coldfield,UK,30,admin.,single,secondary,no,2.39,yes,no,cellular,2,7,may,3,-1,0,unknown,no
90588246,Basildon,UK,51,self-employed,married,primary,no,1.06,yes,no,telephone,4,31,jul,2,-1,0,unknown,no
73057852,Belfast,UK,33,technician,divorced,secondary,no,14.8,yes,no,cellular,2,5,may,1,-1,0,unknown,no
33688006,Huddersfield,UK,43,blue-collar,married,secondary,no,14.95,yes,no,cellular,3,12,may,1,-1,0,unknown,no
15933871,Sunderland,UK,55,retired,single,primary,no,7,no,yes,unknown,1,27,jun,1,-1,0,unknown,no
61902610,St Albans,UK,31,technician,married,secondary,no,3.67,no,no,cellular,4,28,aug,17,-1,0,unknown,no
87976450,London,UK,38,management,single,tertiary,no,23.46,yes,no,cellular,5,28,jan,1,-1,0,unknown,no
94257570,Grimsby,UK,32,management,married,tertiary,no,7.94,yes,yes,cellular,5,9,jul,1,-1,0,unknown,yes
59645448,Worthing,UK,30,self-employed,married,tertiary,no,26.66,no,no,cellular,3,4,may,3,89,1,success,yes
92717293,London,UK,57,housemaid,divorced,primary,no,11.98,no,no,cellular,3,13,aug,1,-1,0,unknown,no
72212186,Cheltenham,UK,45,self-employed,married,secondary,no,-0.3,yes,yes,unknown,4,6,jun,2,-1,0,unknown,no
96289672,Glasgow,UK,48,technician,married,secondary,no,4.27,no,no,unknown,5,14,may,1,-1,0,unknown,no
16916748,Birmingham,UK,52,blue-collar,divorced,secondary,no,3.06,yes,no,unknown,4,26,may,3,-1,0,unknown,no
31786736,Hastings,UK,48,unemployed,single,primary,no,0.63,no,no,cellular,4,30,jul,4,-1,0,unknown,no
84019786,Blackburn,UK,30,management,single,tertiary,no,0.17,no,no,cellular,3,28,aug,6,-1,0,unknown,no
44702713,London,UK,45,self-employed,married,secondary,no,3.96,no,no,cellular,4,28,aug,1,-1,0,unknown,no
88588836,Sale,UK,48,technician,married,tertiary,no,3.48,no,no,cellular,5,19,aug,4,-1,0,unknown,no
68128657,Swansea,UK,38,technician,single,tertiary,no,10.77,yes,yes,cellular,2,29,jan,1,-1,0,unknown,no
19624816,Leeds,UK,45,management,married,secondary,no,28.73,yes,no,cellular,2,28,aug,16,-1,0,unknown,no
31192572,Rotherham,UK,39,entrepreneur,married,tertiary,no,4.42,no,no,cellular,3,21,nov,3,-1,0,unknown,no
92967151,Plymouth,UK,47,retired,divorced,secondary,no,7,yes,no,cellular,5,6,feb,3,-1,0,unknown,no
36795808,Milton Keynes,UK,48,services,divorced,secondary,no,2.97,no,no,cellular,4,18,aug,4,-1,0,unknown,no
97138683,Plymouth,UK,52,unemployed,married,secondary,no,1.05,no,no,cellular,3,20,nov,1,-1,0,unknown,no
16700356,Halifax,UK,28,entrepreneur,single,secondary,no,17.34,yes,no,unknown,4,3,jun,3,-1,0,unknown,no
24290985,Newport,UK,49,management,single,secondary,no,-0.18,yes,no,cellular,2,11,may,3,264,4,failure,no
65660651,Stevenage,UK,52,unemployed,married,primary,no,2.55,no,yes,cellular,3,10,jul,3,-1,0,unknown,no
37617009,Blackburn,UK,29,admin.,divorced,tertiary,yes,0,no,yes,cellular,2,9,jul,3,-1,0,unknown,yes
49699499,Glasgow,UK,37,technician,single,tertiary,no,51.22,yes,no,unknown,4,20,may,1,-1,0,unknown,no
48172649,Worcester,UK,35,technician,single,secondary,no,1.75,yes,no,cellular,1,29,jan,1,246,1,failure,no
61353197,Eastbourne,UK,35,blue-collar,married,secondary,no,30.15,yes,no,unknown,2,9,jun,2,-1,0,unknown,no
28333212,Lincoln,UK,57,management,married,primary,no,69,no,no,cellular,1,21,apr,2,-1,0,unknown,no
23868676,Liverpool,UK,52,management,divorced,tertiary,no,-2.99,no,no,cellular,2,29,jul,2,-1,0,unknown,no
80073331,Gillingham,UK,20,student,single,unknown,no,41.37,yes,no,telephone,3,16,apr,2,-1,0,unknown,no
36581449,Belfast,UK,52,admin.,married,secondary,no,28.51,no,yes,telephone,2,2,feb,1,-1,0,unknown,no
27370485,Maidstone,UK,35,blue-collar,married,secondary,no,14.54,yes,no,cellular,4,12,aug,1,182,4,success,yes
60028209,Manchester,UK,56,blue-collar,married,primary,no,-1.16,yes,no,cellular,5,8,may,2,-1,0,unknown,no
65671449,London,UK,52,blue-collar,married,primary,no,0.28,yes,no,telephone,2,21,nov,3,-1,0,unknown,no
92206351,Basildon,UK,31,management,single,tertiary,no,0,no,no,cellular,3,25,aug,16,-1,0,unknown,no
67129797,Bedford,UK,33,services,married,secondary,no,5.54,yes,no,cellular,5,29,jan,2,258,1,other,no
85472906,Plymouth,UK,28,management,single,tertiary,no,6.82,yes,no,cellular,5,7,may,1,-1,0,unknown,no
80058351,Gateshead,UK,40,management,single,tertiary,no,0.27,no,no,cellular,2,27,aug,6,-1,0,unknown,no
